,pct_modified_acceptance,modified_acceptance_se,pct_modified_acceptance_unw,modified_acceptance_se_unw,sample_size,country,iso_code,gid_0,survey_date
129,0.7831544741813491,0.033241877417775005,0.8110047846889951,0.019149126674437,418,Tunisia,TUN,TUN,20210429
130,0.766352334684629,0.030042502466001004,0.7912087912087911,0.019054429840156,455,Tunisia,TUN,TUN,20210430
131,0.7397134200258031,0.031824312384342,0.753424657534246,0.020594804890521002,438,Tunisia,TUN,TUN,20210501
132,0.7206659770005981,0.034697345264406,0.767337807606264,0.019984921420176,447,Tunisia,TUN,TUN,20210502
133,0.7629794403676741,0.030751374394131004,0.7875000000000001,0.020453835214941003,400,Tunisia,TUN,TUN,20210503
134,0.7982890827475091,0.032360107612228003,0.802110817941952,0.020464852015774002,379,Tunisia,TUN,TUN,20210504
135,0.672649205407993,0.036675197129283,0.759562841530054,0.022337887837740003,366,Tunisia,TUN,TUN,20210505
136,0.685125018815909,0.041534808678071,0.7625329815303431,0.021858047286017,379,Tunisia,TUN,TUN,20210506
137,0.841450534016226,0.024537921392586003,0.816272965879265,0.019840003800345,381,Tunisia,TUN,TUN,20210507
138,0.753414860591288,0.035090052356247,0.8142493638676841,0.019617677630004,393,Tunisia,TUN,TUN,20210508
139,0.8016928572553801,0.031635685169244004,0.838785046728971,0.017774857026703002,428,Tunisia,TUN,TUN,20210509
140,0.756807562658737,0.038354582408516004,0.8263157894736841,0.019433964133645003,380,Tunisia,TUN,TUN,20210510
141,0.7529067135104931,0.039147488399315006,0.8020304568527911,0.020074581949316002,394,Tunisia,TUN,TUN,20210511
142,0.7319639121200091,0.042557256543031004,0.7987987987987981,0.021969079953042002,333,Tunisia,TUN,TUN,20210512
143,0.837432772444859,0.036547604336226,0.8842105263157891,0.018953523161647,285,Tunisia,TUN,TUN,20210513
144,0.830607748099182,0.027772690717584002,0.8318840579710141,0.020133825605702,345,Tunisia,TUN,TUN,20210514
145,0.7927892532783211,0.035564153489443,0.824561403508771,0.020566529852001,342,Tunisia,TUN,TUN,20210515
146,0.784945660067903,0.031894149747162,0.811797752808988,0.020716258700830003,356,Tunisia,TUN,TUN,20210516
147,0.7196126523123441,0.044455765928228,0.8235294117647051,0.021792899224557002,306,Tunisia,TUN,TUN,20210517
148,0.8325957227917281,0.033280935360842,0.8403041825095051,0.022588487879086003,263,Tunisia,TUN,TUN,20210518
149,0.785594818759605,0.039223130125587,0.8149779735682811,0.02577340057009,227,Tunisia,TUN,TUN,20210519
150,0.7402606808009551,0.040916752009046,0.788,0.025850029013523002,250,Tunisia,TUN,TUN,20210520
151,0.779867312084326,0.04074539144178,0.8366533864541831,0.023334096710149,251,Tunisia,TUN,TUN,20210521
152,0.7554552775127671,0.039610816268006006,0.8152610441767061,0.024593928955421,249,Tunisia,TUN,TUN,20210522
153,0.7820116948573551,0.037277898670812,0.8206106870229001,0.023703704365273002,262,Tunisia,TUN,TUN,20210523
154,0.7865175105862071,0.036143324356885005,0.8106995884773661,0.025130586164823002,243,Tunisia,TUN,TUN,20210524
155,0.756061381334125,0.044314265343196005,0.7900763358778621,0.025160228472887004,262,Tunisia,TUN,TUN,20210525
156,0.7975107165129871,0.040088882821328005,0.8383838383838381,0.026159608961397,198,Tunisia,TUN,TUN,20210526
157,0.7636417637753211,0.043952654965738004,0.8311688311688311,0.024647050108632003,231,Tunisia,TUN,TUN,20210527
158,0.7563216461401451,0.046093620723684,0.8430493273542601,0.024358786685655002,223,Tunisia,TUN,TUN,20210528
159,0.790404288864459,0.038555760294078006,0.832669322709163,0.023560646651362,251,Tunisia,TUN,TUN,20210529
160,0.8057387191556741,0.051683776646556004,0.868055555555555,0.028202529932896,144,Tunisia,TUN,TUN,20210530
161,0.7854890892366501,0.039975337193756004,0.8552631578947361,0.023300862931337003,228,Tunisia,TUN,TUN,20210531
162,0.625066726665201,0.036113644393994004,0.631268436578171,0.026203683541546,339,Tunisia,TUN,TUN,20210609
