,pct_barrier_reason_religious,barrier_reason_religious_se,pct_barrier_reason_religious_unw,barrier_reason_religious_se_unw,sample_size,country,iso_code,gid_0,survey_date
65,0.0,0.0,0.0,0.0,175,Tunisia,TUN,TUN,20210412
66,0.001173,0.00118,0.0060609999999999995,0.006042,165,Tunisia,TUN,TUN,20210413
67,0.015957,0.015820999999999998,0.005495,0.0054789999999999995,182,Tunisia,TUN,TUN,20210414
68,0.009226999999999999,0.006653,0.009132,0.006428,219,Tunisia,TUN,TUN,20210415
69,0.000607,0.0006100000000000001,0.004587,0.0045769999999999995,218,Tunisia,TUN,TUN,20210416
70,0.007597,0.0072169999999999995,0.008032,0.005657,249,Tunisia,TUN,TUN,20210417
71,0.042402999999999996,0.029290999999999998,0.021367999999999998,0.009453,234,Tunisia,TUN,TUN,20210418
72,0.0027700000000000003,0.002778,0.005102,0.005089,196,Tunisia,TUN,TUN,20210419
73,0.012676999999999999,0.012196,0.010752999999999999,0.007561999999999999,186,Tunisia,TUN,TUN,20210420
74,0.016460000000000002,0.011819,0.014084999999999999,0.008074,213,Tunisia,TUN,TUN,20210421
75,0.0,0.0,0.0,0.0,201,Tunisia,TUN,TUN,20210422
76,0.010999,0.010948,0.00578,0.005764,173,Tunisia,TUN,TUN,20210423
77,0.02256,0.014261,0.018692,0.009257999999999999,214,Tunisia,TUN,TUN,20210424
78,0.009382,0.006682,0.008734,0.006149,229,Tunisia,TUN,TUN,20210425
79,0.025106,0.016000999999999998,0.014851,0.008511,202,Tunisia,TUN,TUN,20210426
80,0.014476999999999999,0.011474999999999999,0.008969,0.006313,223,Tunisia,TUN,TUN,20210427
81,0.020985999999999998,0.016860999999999998,0.013824999999999999,0.007925999999999999,217,Tunisia,TUN,TUN,20210428
82,0.0019879999999999997,0.001996,0.005376,0.005362,186,Tunisia,TUN,TUN,20210429
83,0.00576,0.0031579999999999998,0.021164,0.010469,189,Tunisia,TUN,TUN,20210430
84,0.002111,0.002117,0.004673,0.0046619999999999995,214,Tunisia,TUN,TUN,20210501
85,0.0034609999999999997,0.002806,0.010100999999999999,0.0071059999999999995,198,Tunisia,TUN,TUN,20210502
86,0.005072999999999999,0.005075,0.0056500000000000005,0.005634,177,Tunisia,TUN,TUN,20210503
87,0.008863,0.008851,0.0057469999999999995,0.005731,174,Tunisia,TUN,TUN,20210504
88,0.0,0.0,0.0,0.0,158,Tunisia,TUN,TUN,20210505
89,0.008791,0.007013999999999999,0.011904999999999999,0.008368,168,Tunisia,TUN,TUN,20210506
90,0.002175,0.002185,0.00625,0.00623,160,Tunisia,TUN,TUN,20210507
91,0.010817,0.008492,0.011696,0.008222,171,Tunisia,TUN,TUN,20210508
92,0.008464,0.008447999999999999,0.0062109999999999995,0.006192,161,Tunisia,TUN,TUN,20210509
93,0.021646,0.015792999999999998,0.013888999999999999,0.009752,144,Tunisia,TUN,TUN,20210510
94,0.004121,0.0029879999999999998,0.013514,0.009491,148,Tunisia,TUN,TUN,20210511
95,0.0,0.0,0.0,0.0,146,Tunisia,TUN,TUN,20210512
96,0.015132,0.015033999999999999,0.00813,0.008097,123,Tunisia,TUN,TUN,20210514
97,0.010721999999999999,0.010702999999999999,0.007873999999999999,0.007843,127,Tunisia,TUN,TUN,20210515
98,0.024860999999999998,0.014607,0.024,0.013689,125,Tunisia,TUN,TUN,20210516
99,0.023617,0.015437999999999999,0.025,0.014251999999999999,120,Tunisia,TUN,TUN,20210517
100,0.016529,0.011590999999999999,0.016529,0.011590999999999999,121,Tunisia,TUN,TUN,20210519
