,pct_twodoses,twodoses_se,pct_twodoses_unw,twodoses_se_unw,sample_size,country,iso_code,gid_0,survey_date
0,0.6130869999999999,0.070881,0.5428569999999999,0.048615,105,Tunisia,TUN,TUN,20210602
1,0.6145349999999999,0.075761,0.616822,0.046999,107,Tunisia,TUN,TUN,20210605
2,0.513791,0.081648,0.578431,0.048894,102,Tunisia,TUN,TUN,20210606
3,0.5739719999999999,0.065622,0.62931,0.044843999999999995,116,Tunisia,TUN,TUN,20210607
4,0.655648,0.059907999999999996,0.5606059999999999,0.043199,132,Tunisia,TUN,TUN,20210608
